width,space,length,gnd_width,unshield_length,via_thickness,metal_thickness,vin,vrise,period,txres,delay,BER
3,4,4030,3.8,417,1.78,0.7,1.35,16.5,96.25,66.5,85.824,0.051025
3,4,4030,3.8,417,1.78,0.7,0.7,50.75,477.75,40,93.09,7.8046E-26
3,4,4030,3.8,417,1.78,0.7,0.95,67.75,398.75,17.5,81.203,3.1226E-20
3,4,4030,3.8,417,1.78,0.7,1,63,335.75,45.5,96.847,1.8394E-12
3,4,4030,3.8,417,1.78,0.7,0.55,34.5,240.75,26.5,85.98,8.5329E-27
3,4,4030,3.8,417,1.78,0.7,1.15,14,157,61,94.643,0.0042692
3,4,4030,3.8,417,1.78,0.7,0.85,42.5,548.75,33.5,89.175,6.5609E-30
3,4,4030,3.8,417,1.78,0.7,0.4,10.5,220.5,54.5,94.482,0.00031426
3,4,4030,3.8,417,1.78,0.7,1.3,18.75,344.5,74,105.826,0.000010593
2.55,3.42,2131,3.35,390,1.08,0.78,1,39.75,371.75,55.5,80.201,8.3283E-16
2.55,3.42,2131,3.35,390,1.08,0.78,0.65,77.75,406.75,56.5,84.253,4.3503E-23
2.55,3.42,2131,3.35,390,1.08,0.78,1.15,15.25,155.75,22,-282.768,0.0000063853
2.55,3.42,2131,3.35,390,1.08,0.78,0.5,28,206,73.5,79.917,0.0026111
2.55,3.42,2131,3.35,390,1.08,0.78,1.25,31.75,568.5,27,65.957,1.1151E-34
2.55,3.42,2131,3.35,390,1.08,0.78,0.9,30.75,244.75,36.5,70.93,0.00000010743
2.55,3.42,2131,3.35,390,1.08,0.78,1.35,8.5,524.5,66.5,80.635,5.2338E-19
2.55,3.42,2131,3.35,390,1.08,0.78,0.55,53.25,324.5,41.5,73.901,3.5601E-19
2.55,3.42,2131,3.35,390,1.08,0.78,0.8,82.5,483,13.5,57.374,0.0000000027548
2.55,3.42,2131,3.35,390,1.08,0.78,0.95,10.5,125.25,45,71.825,0.00035074
4.8,2.08,2641,4.85,510,1.48,0.64,1.1,54.75,443.75,48,88.119,1.5976E-10
4.8,2.08,2641,4.85,510,1.48,0.64,0.75,84.75,538.25,26.5,77.142,0.000000006352
4.8,2.08,2641,4.85,510,1.48,0.64,0.4,18.75,579.5,42,83.795,1.068E-13
4.8,2.08,2641,4.85,510,1.48,0.64,0.6,10.75,168,67.5,88.964,0.010838
4.8,2.08,2641,4.85,510,1.48,0.64,0.9,66,482,56.5,94.211,1.9121E-16
4.8,2.08,2641,4.85,510,1.48,0.64,1.2,19.25,251.25,71,90.694,0.001446
4.8,2.08,2641,4.85,510,1.48,0.64,1.1,35.5,208.75,17,-393.201,0.016877
4.8,2.08,2641,4.85,510,1.48,0.64,1.35,15.75,119.5,51.5,-195.645,0.0058179
4.8,2.08,2641,4.85,510,1.48,0.64,0.95,25.25,319,33,81.312,0.000009137
4.8,2.08,2641,4.85,510,1.48,0.64,0.55,62.5,342.25,23,75.861,0.0001473
1,4.48,2691,4.2,444,1.84,0.46,1.1,59.25,489.75,22.5,94.023,6.1464E-48
1,4.48,2691,4.2,444,1.84,0.46,0.95,8,82.75,62.5,83.907,0.048558
1,4.48,2691,4.2,444,1.84,0.46,1,25.75,137,56,96.765,0.011304
1,4.48,2691,4.2,444,1.84,0.46,0.5,42.75,527.5,42.5,109.925,7.2596E-40
1,4.48,2691,4.2,444,1.84,0.46,0.5,27.5,376.25,58.5,121.254,0.0000000043065
1,4.48,2691,4.2,444,1.84,0.46,0.7,35,243,48,106.509,0.000042473
1,4.48,2691,4.2,444,1.84,0.46,1.25,25,577.25,12.5,82.982,2.0506E-102
1,4.48,2691,4.2,444,1.84,0.46,1.4,24,207.5,32,93.47,0.000048295
1,4.48,2691,4.2,444,1.84,0.46,0.7,69.5,428.5,31,103.57,3.2183E-24
1,4.48,2691,4.2,444,1.84,0.46,0.8,55.25,323,70,127.626,0.000002773
1.6,4.54,1618,1.05,409,1.4,0.44,1.35,33,273.25,73.5,88.54,0.0000020426
1.6,4.54,1618,1.05,409,1.4,0.44,0.9,33,195.25,35.5,72.269,6.2831E-13
1.6,4.54,1618,1.05,409,1.4,0.44,1.1,62.25,379.5,61,87.31,1.0032E-20
1.6,4.54,1618,1.05,409,1.4,0.44,0.45,56.75,290.5,68.5,89.294,0.000000040251
1.6,4.54,1618,1.05,409,1.4,0.44,1.15,8.25,594.5,43,73.85,9.7882E-242
1.6,4.54,1618,1.05,409,1.4,0.44,0.5,11.5,98.5,28,68.608,0.0048267
1.6,4.54,1618,1.05,409,1.4,0.44,0.9,22.5,504.5,45.5,75.758,8.6671E-58
1.6,4.54,1618,1.05,409,1.4,0.44,0.75,41.75,465.75,14,61.39,3.6522E-17
1.6,4.54,1618,1.05,409,1.4,0.44,0.7,42.25,400.25,22.5,65.766,2.8107E-18
1.6,4.54,1618,1.05,409,1.4,0.44,1.2,21.5,147.25,55.5,77.31,0.00013474
4.8,4.38,4110,4.35,529,0.6,1.08,0.55,59,305.75,31.5,130.404,0.00039682
4.8,4.38,4110,4.35,529,0.6,1.08,1.15,13,193.5,40.5,119.763,0.0092116
4.8,4.38,4110,4.35,529,0.6,1.08,0.8,65.5,399.25,23,120.334,1.9672E-15
4.8,4.38,4110,4.35,529,0.6,1.08,1,33.25,252.25,65,137.325,0.018901
4.8,4.38,4110,4.35,529,0.6,1.08,0.65,29.5,521.5,30,122.059,0.0000000014514
4.8,4.38,4110,4.35,529,0.6,1.08,0.95,77,558.5,59.5,184.582,0.000026726
4.8,4.38,4110,4.35,529,0.6,1.08,1.3,83.25,460.75,70.5,187.828,0.003942
4.8,4.38,4110,4.35,529,0.6,1.08,0.85,8.25,146.5,16.5,112.289,0.029179
4.8,4.38,4110,4.35,529,0.6,1.08,0.45,14.75,128,49.5,106.343,0.057744
4.8,4.38,4110,4.35,529,0.6,1.08,1.35,36,347.5,50.5,142.077,0.0024465
4.2,4.36,3860,1.9,466,1.9,1.4,1.05,10.75,396.25,14.5,-805.576,0.000027418
4.2,4.36,3860,1.9,466,1.9,1.4,0.5,49.75,499.25,63,91.103,0.000000012165
4.2,4.36,3860,1.9,466,1.9,1.4,0.8,64.75,466.5,38,81.358,8.5141E-11
4.2,4.36,3860,1.9,466,1.9,1.4,0.9,19,118,35,-188.638,0.0000155
4.2,4.36,3860,1.9,466,1.9,1.4,1.25,32.25,599,69.5,-2681.153,2.9564E-14
4.2,4.36,3860,1.9,466,1.9,1.4,1.4,13.75,216.75,29,-408.814,0.00067063
4.2,4.36,3860,1.9,466,1.9,1.4,0.65,72.75,385.25,51,87.848,0.000000017638
4.2,4.36,3860,1.9,466,1.9,1.4,0.55,29.25,172.25,48,85.417,0.010252
4.2,4.36,3860,1.9,466,1.9,1.4,0.85,40,320.5,19,-639.449,0.00084474
4.2,4.36,3860,1.9,466,1.9,1.4,1.1,22,262.25,61.5,88.181,0.00056298
2.4,4.56,2724,2.55,477,1.3,1.32,0.75,37.5,209.75,68,82.63,0.0039654
2.4,4.56,2724,2.55,477,1.3,1.32,0.95,12.75,277.75,72.5,86.102,0.000056694
2.4,4.56,2724,2.55,477,1.3,1.32,0.45,66.25,357.25,37.5,75.644,0.0000000047901
2.4,4.56,2724,2.55,477,1.3,1.32,0.7,69.75,599.75,14,63.43,0.00000035066
2.4,4.56,2724,2.55,477,1.3,1.32,1.15,17.25,167,34,-300.104,0.0021451
2.4,4.56,2724,2.55,477,1.3,1.32,1.35,56,530.75,19,67.738,0.0000031959
2.4,4.56,2724,2.55,477,1.3,1.32,0.6,10,487.75,29,72.732,0.000000023145
2.4,4.56,2724,2.55,477,1.3,1.32,1.25,20,119.5,53.5,77.012,0.0021791
2.4,4.56,2724,2.55,477,1.3,1.32,0.8,23,404,59.5,83.253,1.0784E-11
2.4,4.56,2724,2.55,477,1.3,1.32,1.05,47,328.25,48,79.572,2.3925E-10
2.4,2.88,1712,3.8,412,1.6,0.68,1.3,58,341.5,14,52.669,0.0026111
2.4,2.88,1712,3.8,412,1.6,0.68,1.35,8.75,99,35,-162.475,0.00036641
2.4,2.88,1712,3.8,412,1.6,0.68,0.85,41,259,24.5,57.531,0.00091041
2.4,2.88,1712,3.8,412,1.6,0.68,0.65,47.25,440,55.5,72.776,5.9172E-25
2.4,2.88,1712,3.8,412,1.6,0.68,1.1,86,458.25,72.5,84.388,1.8998E-21
2.4,2.88,1712,3.8,412,1.6,0.68,1.05,11,143,27.5,-261.596,0.000000042542
2.4,2.88,1712,3.8,412,1.6,0.68,1,23.25,337.25,42.5,64.567,0.0000000013083
2.4,2.88,1712,3.8,412,1.6,0.68,0.5,28.5,213.5,57,69.589,0.000046725
2.4,2.88,1712,3.8,412,1.6,0.68,0.45,77.25,549.5,47.5,70.347,1.3964E-63
2.4,2.88,1712,3.8,412,1.6,0.68,0.75,47,538.5,68,75.397,6.2464E-36
1.55,4.4,2029,2.8,387,1.92,1.86,1,51.25,432.75,50.5,62.113,2.827E-29
1.55,4.4,2029,2.8,387,1.92,1.86,1.15,23.5,211.75,19,50.497,0.030951
1.55,4.4,2029,2.8,387,1.92,1.86,0.85,42,320.75,72.5,71.417,1.8007E-12
1.55,4.4,2029,2.8,387,1.92,1.86,1.25,10.75,82.25,62.5,-126.766,0.0059855
1.55,4.4,2029,2.8,387,1.92,1.86,0.5,65,390.5,34.5,57.204,2.9892E-10
1.55,4.4,2029,2.8,387,1.92,1.86,0.65,18,262.25,47,62.163,0.000041253
1.55,4.4,2029,2.8,387,1.92,1.86,0.75,17.75,529.5,13.5,-1120.329,3.0082E-10
1.55,4.4,2029,2.8,387,1.92,1.86,1.35,15.75,447.5,57,64.117,2.3449E-48
1.55,4.4,2029,2.8,387,1.92,1.86,0.5,24.25,143,27.5,-267.271,0.00049211
1.55,4.4,2029,2.8,387,1.92,1.86,1.05,107.5,550.75,37.5,58.531,3.7332E-200
4.7,4.9,2242,4.3,401,0.62,1.56,1,23,267.25,32.5,76.184,0.000013704
4.7,4.9,2242,4.3,401,0.62,1.56,0.55,8.5,179.5,71.5,-673.496,0.024191
4.7,4.9,2242,4.3,401,0.62,1.56,0.8,42,223.5,67,-870.384,0.010781
4.7,4.9,2242,4.3,401,0.62,1.56,0.85,38.5,401.5,42,81.404,0.00000019172
4.7,4.9,2242,4.3,401,0.62,1.56,1.2,15.5,346,48.5,-1522.79,0.000017825
4.7,4.9,2242,4.3,401,0.62,1.56,0.6,11.25,116.5,27.5,-194.538,0.00015548
4.7,4.9,2242,4.3,401,0.62,1.56,1.3,69.5,467,13,65.105,0.00032841
4.7,4.9,2242,4.3,401,0.62,1.56,1,68.5,570.25,22.5,71.681,4.9984E-11
4.7,4.9,2242,4.3,401,0.62,1.56,1.25,64,498,50.5,-2222.877,4.8888E-10
4.7,4.9,2242,4.3,401,0.62,1.56,0.45,58.25,337.5,59,-1479.713,0.0001004
1.1,4.04,2516,3.65,376,0.7,1.78,1.05,15.25,128.5,50,74.064,0.006889
1.1,4.04,2516,3.65,376,0.7,1.78,1.3,23.25,552.25,19.5,66.122,1.4196E-17
1.1,4.04,2516,3.65,376,0.7,1.78,0.7,10.25,259.25,31,70.893,4.7379E-10
1.1,4.04,2516,3.65,376,0.7,1.78,0.75,30.75,473,13.5,63.424,0.0000008678
1.1,4.04,2516,3.65,376,0.7,1.78,0.95,27.25,140.25,74.5,79.07,0.028717
1.1,4.04,2516,3.65,376,0.7,1.78,1.3,59.5,425,47,80.857,1.4061E-24
1.1,4.04,2516,3.65,376,0.7,1.78,0.45,26.25,209.25,59,78.281,0.0019323
1.1,4.04,2516,3.65,376,0.7,1.78,0.5,52.25,351,63,85.874,0.00000037877
1.1,4.04,2516,3.65,376,0.7,1.78,0.85,37.25,503.25,39,75.474,4.6259E-40
1.1,4.04,2516,3.65,376,0.7,1.78,1.15,54.25,315.25,28.5,70.351,3.492E-11
3.35,3.64,2110,4.85,499,1.74,0.7,1.35,52.25,372.25,18,61.852,0.0005172
3.35,3.64,2110,4.85,499,1.74,0.7,0.7,51.75,406.75,58.5,79.138,2.4925E-12
3.35,3.64,2110,4.85,499,1.74,0.7,0.45,37.25,201.25,32.5,67.602,0.0018129
3.35,3.64,2110,4.85,499,1.74,0.7,1.25,75,488.5,29.5,66.812,6.0132E-11
3.35,3.64,2110,4.85,499,1.74,0.7,0.75,22.5,121.25,66,73.992,0.0077603
3.35,3.64,2110,4.85,499,1.74,0.7,1.05,8.5,252.25,56,76.658,0.00000075844
3.35,3.64,2110,4.85,499,1.74,0.7,0.85,25.75,307.75,20.5,63.72,0.003907
3.35,3.64,2110,4.85,499,1.74,0.7,0.95,52.75,496.5,40,71.997,1.2869E-15
3.35,3.64,2110,4.85,499,1.74,0.7,1.2,20.5,555,71,82.656,5.1643E-30
3.35,3.64,2110,4.85,499,1.74,0.7,0.5,15.25,168.5,48.5,74.318,0.0047433
1.3,2.28,3525,3,377,1.96,1.72,1.15,10.5,518,43.5,74.404,7.9556E-23
1.3,2.28,3525,3,377,1.96,1.72,0.8,44,242.5,40.5,75.376,0.00060397
1.3,2.28,3525,3,377,1.96,1.72,0.6,17,219.75,12.5,61.472,0.015309
1.3,2.28,3525,3,377,1.96,1.72,0.75,58.25,388,73.5,96.42,0.00000067245
1.3,2.28,3525,3,377,1.96,1.72,0.65,58.75,467.5,31.5,71.63,4.5558E-11
1.3,2.28,3525,3,377,1.96,1.72,1,22,147.25,24,-261.899,0.00016095
1.3,2.28,3525,3,377,1.96,1.72,1.35,23,425.75,28,69.683,0.000001882
1.3,2.28,3525,3,377,1.96,1.72,1,32.25,316,53,79.333,0.000056002
1.3,2.28,3525,3,377,1.96,1.72,1.2,41.5,575.5,58,84.531,1.1369E-27
1.3,2.28,3525,3,377,1.96,1.72,0.45,21.75,115.5,68,76.488,0.014481
4.3,4.34,2787,3.75,425,1.24,0.7,0.65,37.25,359.25,29,76.803,9.7981E-12
4.3,4.34,2787,3.75,425,1.24,0.7,0.85,108.25,574.75,57,101.785,8.7159E-21
4.3,4.34,2787,3.75,425,1.24,0.7,1,50,446.5,22,72.365,0.000000061158
4.3,4.34,2787,3.75,425,1.24,0.7,1.1,19.75,238,52,84.071,0.00024884
4.3,4.34,2787,3.75,425,1.24,0.7,0.75,14.5,220.25,66.5,85.942,0.0041209
4.3,4.34,2787,3.75,425,1.24,0.7,1.2,26.5,157.75,34,81.096,0.000015568
4.3,4.34,2787,3.75,425,1.24,0.7,0.5,18,97.75,40,-150.892,0.006889
4.3,4.34,2787,3.75,425,1.24,0.7,0.95,9,315.5,15.5,-632.071,0.00021094
4.3,4.34,2787,3.75,425,1.24,0.7,1.4,60.5,436.25,72.5,-1253.132,0.00000015116
4.3,4.34,2787,3.75,425,1.24,0.7,0.5,44.75,503.25,49,91.73,4.0665E-24
3.55,2.82,2855,2.85,478,0.96,1.04,1.2,31.25,178.5,28.5,-321.011,0.000077475
3.55,2.82,2855,2.85,478,0.96,1.04,1.35,39,379.75,63,93.828,0.000011428
3.55,2.82,2855,2.85,478,0.96,1.04,1.1,34,240,23,-462.229,0.00096109
3.55,2.82,2855,2.85,478,0.96,1.04,0.5,89,485.5,34,84.313,3.8309E-14
3.55,2.82,2855,2.85,478,0.96,1.04,0.7,58.25,529.75,51,91.941,2.0168E-12
3.55,2.82,2855,2.85,478,0.96,1.04,0.55,87.75,577.5,74.5,-2276.372,0.0000000011089
3.55,2.82,2855,2.85,478,0.96,1.04,0.95,15,198.75,44,87.74,0.0063156
3.55,2.82,2855,2.85,478,0.96,1.04,0.6,11.25,406.75,58.5,91.431,0.00000081337
3.55,2.82,2855,2.85,478,0.96,1.04,1.3,11,114.25,38.5,-182.267,0.0024694
3.55,2.82,2855,2.85,478,0.96,1.04,0.8,26.75,321,14.5,72.458,0.010838
2.4,2.58,4428,2.15,461,1.18,1.68,0.65,42,338.5,54.5,102.207,0.0000037497
2.4,2.58,4428,2.15,461,1.18,1.68,0.7,9.75,430.25,69,-1886.803,0.000005004
2.4,2.58,4428,2.15,461,1.18,1.68,0.9,37,278.25,44.5,95.578,0.000016479
2.4,2.58,4428,2.15,461,1.18,1.68,1.2,41.5,453.25,32.5,91.464,3.963E-11
2.4,2.58,4428,2.15,461,1.18,1.68,1.35,16,202.75,24,-365.24,0.0000014698
2.4,2.58,4428,2.15,461,1.18,1.68,1.05,30,166.5,15.5,-284.546,0.000000011288
2.4,2.58,4428,2.15,461,1.18,1.68,0.4,23,123,63,90.02,0.021178
2.4,2.58,4428,2.15,461,1.18,1.68,1.3,60.75,382,30.5,90.245,7.974E-12
2.4,2.58,4428,2.15,461,1.18,1.68,0.55,51.5,598.5,60.5,104.779,1.9876E-10
2.4,2.58,4428,2.15,461,1.18,1.68,0.8,17.25,504,37.5,92.702,3.0082E-10
2.6,3.48,3496,0.85,451,1,1.18,0.75,17.75,112.5,69,88.689,0.038032
2.6,3.48,3496,0.85,451,1,1.18,0.6,28.5,268,34.5,87.932,7.1776E-14
2.6,3.48,3496,0.85,451,1,1.18,0.9,63.75,507,15,77.776,0.000020747
2.6,3.48,3496,0.85,451,1,1.18,1.05,20.5,340.25,44,90.669,1.3785E-11
2.6,3.48,3496,0.85,451,1,1.18,1.35,8.5,190,68,94.74,0.0058511
2.6,3.48,3496,0.85,451,1,1.18,0.85,29.75,174.5,27.5,-306.901,4.0823E-15
2.6,3.48,3496,0.85,451,1,1.18,1.2,17.25,420.25,19,80.499,0.000002427
2.6,3.48,3496,0.85,451,1,1.18,0.5,28.5,336.75,54,94.656,0.00000010571
2.6,3.48,3496,0.85,451,1,1.18,0.45,89,466.25,42.5,94.377,2.2975E-18
2.6,3.48,3496,0.85,451,1,1.18,1.15,96.5,599.75,59,108.392,1.7897E-20
4.9,3.66,3013,4.25,427,1.9,1.22,1.3,20,435.75,46,74.023,8.8182E-13
4.9,3.66,3013,4.25,427,1.9,1.22,0.95,27.25,174.25,58.5,-468.675,0.0024771
4.9,3.66,3013,4.25,427,1.9,1.22,1.25,62.25,320,22,62.689,0.0012309
4.9,3.66,3013,4.25,427,1.9,1.22,0.5,65.75,486.25,70,-2166.196,2.3106E-13
4.9,3.66,3013,4.25,427,1.9,1.22,1.2,9,369,63.5,-1625.698,6.0929E-11
4.9,3.66,3013,4.25,427,1.9,1.22,0.55,33.5,593,18,62.761,2.042E-11
4.9,3.66,3013,4.25,427,1.9,1.22,0.9,14,98.5,27,-154.222,0.00076482
4.9,3.66,3013,4.25,427,1.9,1.22,0.65,17.75,199.25,33.5,-378.476,0.0089423
4.9,3.66,3013,4.25,427,1.9,1.22,1,26.75,253.5,40.5,72.987,0.0001012
4.9,3.66,3013,4.25,427,1.9,1.22,0.7,85.75,514.75,51,80.186,1.6304E-22
4.6,4.44,4636,4.6,369,0.68,0.6,0.8,54.25,517.5,47.5,177.271,0.000048096
4.6,4.44,4636,4.6,369,0.68,0.6,1.35,38.5,492.5,57,197.964,0.000028247
4.6,4.44,4636,4.6,369,0.68,0.6,0.95,49.5,332,35.5,140.853,0.00034566
4.6,4.44,4636,4.6,369,0.68,0.6,1.1,20,390,62.5,187.809,0.0018778
4.6,4.44,4636,4.6,369,0.68,0.6,0.65,14.5,91.75,40,376.561,0.045706
4.6,4.44,4636,4.6,369,0.68,0.6,0.85,28.5,154,73,918.329,0.050295
4.6,4.44,4636,4.6,369,0.68,0.6,1.25,9,565,13,117.001,7.2527E-67
4.6,4.44,4636,4.6,369,0.68,0.6,0.45,36.5,191,52,141.317,0.040667
4.6,4.44,4636,4.6,369,0.68,0.6,0.55,32,277,28.5,136.909,0.003942
4.6,4.44,4636,4.6,369,0.68,0.6,1.05,30,422.5,21,130.361,6.5936E-15
1.45,4,1961,4.55,439,1.42,1.38,1.25,12,391,54.5,69.451,3.1895E-17
1.45,4,1961,4.55,439,1.42,1.38,1.35,20.25,143.5,68.5,69.644,0.017602
1.45,4,1961,4.55,439,1.42,1.38,0.9,32,406.75,40.5,65.338,5.3034E-10
1.45,4,1961,4.55,439,1.42,1.38,1,95.75,537.25,48,71.125,1.0423E-81
1.45,4,1961,4.55,439,1.42,1.38,0.6,16.25,290.5,75,75.226,0.000036698
1.45,4,1961,4.55,439,1.42,1.38,0.45,13.5,81.75,13.5,-120.391,0.052831
1.45,4,1961,4.55,439,1.42,1.38,1.1,36.75,572.75,59.5,71.909,2.2562E-96
1.45,4,1961,4.55,439,1.42,1.38,0.8,24.75,229.25,34.5,63.079,0.0027013
1.45,4,1961,4.55,439,1.42,1.38,0.9,47.25,254.25,24.5,58.342,0.0051291
1.45,4,1961,4.55,439,1.42,1.38,0.55,73.25,457.25,29.5,60.383,2.3841E-11
0.95,3.78,4792,2.9,596,1.7,1.8,0.55,104.25,531.25,61.5,124.354,1.0932E-11
0.95,3.78,4792,2.9,596,1.7,1.8,1.25,43,382.5,23.5,95.463,5.4913E-12
0.95,3.78,4792,2.9,596,1.7,1.8,1,22.25,216,33.5,100.952,0.00023792
0.95,3.78,4792,2.9,596,1.7,1.8,0.6,45.5,248.75,72,119.065,0.0016731
0.95,3.78,4792,2.9,596,1.7,1.8,0.7,42.5,549,52.5,114.036,3.965E-19
0.95,3.78,4792,2.9,596,1.7,1.8,1.4,22.25,413.75,25.5,95.782,6.5477E-22
0.95,3.78,4792,2.9,596,1.7,1.8,0.8,22.75,140.5,16,96.046,0.00000071779
0.95,3.78,4792,2.9,596,1.7,1.8,0.45,62.75,476.5,42,106.339,2.1191E-12
0.95,3.78,4792,2.9,596,1.7,1.8,1.2,10.25,92.5,64.5,-118.823,0.04058
0.95,3.78,4792,2.9,596,1.7,1.8,0.95,9.5,336.25,43.5,104.175,0.000000067473
4.95,4.98,1670,2.65,408,1.88,1.6,1.25,35.75,310.25,63,-1370.103,0.0000000013823
4.95,4.98,1670,2.65,408,1.88,1.6,0.45,14.5,140.5,37.5,-262.612,0.053264
4.95,4.98,1670,2.65,408,1.88,1.6,1.35,26.25,481.5,59,-1983.116,2.9694E-52
4.95,4.98,1670,2.65,408,1.88,1.6,0.95,19,359.75,71.5,-1601.849,8.6598E-12
4.95,4.98,1670,2.65,408,1.88,1.6,0.5,13.75,586,32.5,53.616,2.9154E-171
4.95,4.98,1670,2.65,408,1.88,1.6,0.8,96.5,510,28,47.384,3.2774E-38
4.95,4.98,1670,2.65,408,1.88,1.6,0.75,64,400.25,23,47.511,0.00003519
4.95,4.98,1670,2.65,408,1.88,1.6,1.15,37,219,13,-439.79,0.1188
4.95,4.98,1670,2.65,408,1.88,1.6,1.05,15.75,103.25,47.5,-177.366,0.015271
4.95,4.98,1670,2.65,408,1.88,1.6,0.7,25.25,246.5,54.5,59.567,0.000013054
4.85,3.58,4565,2.7,323,1.04,0.46,0.8,39.25,268,18,103.027,6.421E-13
4.85,3.58,4565,2.7,323,1.04,0.46,0.5,33.5,498.5,45.5,128.565,0.0000000044622
4.85,3.58,4565,2.7,323,1.04,0.46,1.2,14,223,66,128.251,0.011604
4.85,3.58,4565,2.7,323,1.04,0.46,1,70.75,409.75,36,121.324,2.2019E-10
4.85,3.58,4565,2.7,323,1.04,0.46,0.6,24,177.75,62,119.969,0.020182
4.85,3.58,4565,2.7,323,1.04,0.46,1,53.75,330,19.5,104.376,1.0178E-22
4.85,3.58,4565,2.7,323,1.04,0.46,1.35,8.25,387.5,54,133.631,0.00012759
4.85,3.58,4565,2.7,323,1.04,0.46,0.85,46,495,41.5,126.545,1.7362E-11
4.85,3.58,4565,2.7,323,1.04,0.46,1.3,20.25,102,30,94.02,0.042264
4.85,3.58,4565,2.7,323,1.04,0.46,0.45,44.75,576.25,74.5,182.101,0.0000028395
3.15,2.86,1888,1.55,572,0.42,0.94,1.1,20,557.5,13.5,-1157.449,0.00061895
3.15,2.86,1888,1.55,572,0.42,0.94,0.9,16.75,166.5,65,92.694,0.012288
3.15,2.86,1888,1.55,572,0.42,0.94,1.25,89.75,494,37.5,90.737,0.00000051192
3.15,2.86,1888,1.55,572,0.42,0.94,0.55,37.75,239.25,31,-456.009,0.0008622
3.15,2.86,1888,1.55,572,0.42,0.94,1.15,76.5,383.25,20,77.765,0.0021451
3.15,2.86,1888,1.55,572,0.42,0.94,0.6,57,524.25,36,89.61,2.3499E-14
3.15,2.86,1888,1.55,572,0.42,0.94,0.8,13.25,83,57.5,-103.701,0.052724
3.15,2.86,1888,1.55,572,0.42,0.94,1.35,35.5,322.75,45,92.248,0.00074147
3.15,2.86,1888,1.55,572,0.42,0.94,0.4,9,441,73,-1939.549,0.000027652
3.15,2.86,1888,1.55,572,0.42,0.94,0.95,17.25,203.75,56,96.845,0.0020137
1.2,4.96,2080,2.45,451,1.66,1.34,1,47.5,591.25,64.5,77.724,6.9457E-127
1.2,4.96,2080,2.45,451,1.66,1.34,0.7,32.25,451.25,38,65.86,9.0532E-17
1.2,4.96,2080,2.45,451,1.66,1.34,0.55,37.5,325.25,33.5,64.895,0.0000044357
1.2,4.96,2080,2.45,451,1.66,1.34,0.7,8.25,174.5,71.5,72.936,0.0022067
1.2,4.96,2080,2.45,451,1.66,1.34,1.15,29.25,214.75,46,69.218,0.000011226
1.2,4.96,2080,2.45,451,1.66,1.34,1,22.25,413.5,16,58.542,0.00093544
1.2,4.96,2080,2.45,451,1.66,1.34,0.4,44,248.25,61,74.754,0.000019869
1.2,4.96,2080,2.45,451,1.66,1.34,0.9,79.5,521.5,30.5,63.63,6.3704E-31
1.2,4.96,2080,2.45,451,1.66,1.34,1.2,38.5,390.5,55,72.781,4.0823E-15
1.2,4.96,2080,2.45,451,1.66,1.34,1.3,17.25,88.25,23,66.462,0.0096419
2.45,4.58,3618,1.1,594,0.72,1.72,1.2,21.75,149.75,43.5,98.86,0.00058519
2.45,4.58,3618,1.1,594,0.72,1.72,0.7,26,236,58,106.617,0.00086515
2.45,4.58,3618,1.1,594,0.72,1.72,0.5,10,229,50.5,105.589,0.0014272
2.45,4.58,3618,1.1,594,0.72,1.72,1.4,30,425.5,21,91.66,8.1403E-12
2.45,4.58,3618,1.1,594,0.72,1.72,1.1,20,561.25,26.5,94.618,0.00000062988
2.45,4.58,3618,1.1,594,0.72,1.72,1.2,95.25,527.5,46.5,108.312,1.7031E-16
2.45,4.58,3618,1.1,594,0.72,1.72,0.45,14.5,96.5,34,-130.162,0.019179
2.45,4.58,3618,1.1,594,0.72,1.72,0.85,85.25,445.5,15,85.421,0.00089813
2.45,4.58,3618,1.1,594,0.72,1.72,0.9,30.5,354.25,63.5,112.08,0.00021335
2.45,4.58,3618,1.1,594,0.72,1.72,0.6,50.25,319.5,72,116.387,0.0024012
2.1,3.26,2955,4.45,309,0.62,1.84,0.7,21.75,206,56,-566.637,0.00060609
2.1,3.26,2955,4.45,309,0.62,1.84,0.45,51.25,407.75,70,118.112,0.0000023138
2.1,3.26,2955,4.45,309,0.62,1.84,0.75,26.25,487,22,69.198,8.7255E-14
2.1,3.26,2955,4.45,309,0.62,1.84,1.05,55.5,323,47,85.969,0.00000095368
2.1,3.26,2955,4.45,309,0.62,1.84,1.25,45,282,40,77.653,0.00000030662
2.1,3.26,2955,4.45,309,0.62,1.84,1,11.75,146.25,37,75.762,0.007803
2.1,3.26,2955,4.45,309,0.62,1.84,1.2,78,552,14,62.741,1.4807E-14
2.1,3.26,2955,4.45,309,0.62,1.84,0.9,98.25,509.5,27.5,74.784,2.0862E-34
2.1,3.26,2955,4.45,309,0.62,1.84,0.55,10.5,391.5,51.5,-1734.361,0.0000000011157
2.1,3.26,2955,4.45,309,0.62,1.84,1.4,11.25,88,68,-137.973,0.062147
1.75,4.66,3444,3.5,309,1.12,0.56,0.95,63.5,320.75,74.5,130.166,0.000046725
1.75,4.66,3444,3.5,309,1.12,0.56,0.75,19.75,197.25,36,91.919,0.000096121
1.75,4.66,3444,3.5,309,1.12,0.56,1.2,56.25,382.75,26.5,92.451,3.3183E-42
