width,space,length,gnd_width,unshield_length,via_thickness,metal_thickness,vin,vrise,period,txres,delay
4.85,4.96,2298.0,4.55,525.0,1.7,1.24,0.8,11.75,85.75,15.0, -124.375
4.85,4.96,2298.0,4.55,525.0,1.7,1.24,0.4,87.75,539.75,40.5, 70.779
4.85,4.96,2298.0,4.55,525.0,1.7,1.24,1.25,57.75,457.25,50.5, 76.275
2.8,4.28,2126.0,1.35,427.0,1.36,1.02,0.8,54.0,597.75,52.0, 73.931
2.8,4.28,2126.0,1.35,427.0,1.36,1.02,1.35,16.0,219.5,18.5, -429.687
2.8,4.28,2126.0,1.35,427.0,1.36,1.02,0.55,14.75,105.0,64.0, 70.450
2.8,4.28,2126.0,1.35,427.0,1.36,1.02,1.0,70.75,390.25,34.0, 65.488
3.55,4.32,1738.0,0.8,461.0,1.32,1.0,1.25,78.5,587.75,52.5, 72.026
3.55,4.32,1738.0,0.8,461.0,1.32,1.0,1.15,13.5,207.75,71.5, 73.213
3.55,4.32,1738.0,0.8,461.0,1.32,1.0,0.75,36.25,461.75,28.0, 60.656
3.55,4.32,1738.0,0.8,461.0,1.32,1.0,0.45,59.0,304.25,18.5, 54.635
3.1,3.7,2022.0,1.85,553.0,0.42,0.78,1.0,58.25,430.25,43.0, 97.901
3.1,3.7,2022.0,1.85,553.0,0.42,0.78,0.85,49.0,267.0,20.5, -516.417
3.1,3.7,2022.0,1.85,553.0,0.42,0.78,1.15,20.5,201.25,65.5, 102.242
3.1,3.7,2022.0,1.85,553.0,0.42,0.78,0.55,22.75,554.0,51.0, 100.229
4.8,4.92,3406.0,1.55,410.0,1.9,1.18,1.35,81.0,426.25,31.0, 71.516
4.8,4.92,3406.0,1.55,410.0,1.9,1.18,0.6,25.75,317.5,54.5, 81.419
4.8,4.92,3406.0,1.55,410.0,1.9,1.18,1.0,58.0,473.25,16.5, 65.043
4.8,4.92,3406.0,1.55,410.0,1.9,1.18,0.8,12.75,159.25,61.0, 79.499
0.95,2.9,4232.0,4.1,374.0,1.96,1.38,1.1,14.5,310.0,64.5, -795.556
0.95,2.9,4232.0,4.1,374.0,1.96,1.38,0.8,35.0,557.75,25.5, 86.214
0.95,2.9,4232.0,4.1,374.0,1.96,1.38,0.5,21.25,107.75,46.5, 84.045
0.95,2.9,4232.0,4.1,374.0,1.96,1.38,1.35,50.25,413.0,36.5, 93.028
4.2,2.98,4166.0,1.75,498.0,1.82,0.8,1.3,50.75,355.0,61.5, 102.847
4.2,2.98,4166.0,1.75,498.0,1.82,0.8,0.65,35.0,514.5,57.0, 100.558
4.2,2.98,4166.0,1.75,498.0,1.82,0.8,1.1,10.0,98.25,17.5, 86.014
4.2,2.98,4166.0,1.75,498.0,1.82,0.8,0.5,49.25,271.5,38.5, 93.793
1.35,3.88,2155.0,2.9,378.0,1.18,1.7,0.6,39.5,323.0,48.0, 67.426
1.35,3.88,2155.0,2.9,378.0,1.18,1.7,0.95,11.75,553.5,34.0, 61.737
1.35,3.88,2155.0,2.9,378.0,1.18,1.7,1.4,15.75,173.25,23.5, -55.028
1.35,3.88,2155.0,2.9,378.0,1.18,1.7,0.8,78.75,428.0,62.0, 77.539
4.1,2.42,4787.0,3.1,408.0,1.6,1.48,0.9,12.0,333.0,29.5, 87.076
4.1,2.42,4787.0,3.1,408.0,1.6,1.48,1.4,49.75,509.0,52.0, 98.391
4.1,2.42,4787.0,3.1,408.0,1.6,1.48,0.5,13.25,81.25,72.0, -104.786
4.1,2.42,4787.0,3.1,408.0,1.6,1.48,0.75,61.0,350.75,25.0, 84.220
2.95,3.26,2090.0,4.05,354.0,1.88,1.96,1.2,48.5,260.5,74.0, -845.080
2.95,3.26,2090.0,4.05,354.0,1.88,1.96,0.9,39.75,476.0,57.0, 62.380
2.95,3.26,2090.0,4.05,354.0,1.88,1.96,0.4,45.5,406.25,23.5, 50.490
2.95,3.26,2090.0,4.05,354.0,1.88,1.96,1.1,11.25,174.0,34.5, 54.270
1.95,3.92,4419.0,2.3,559.0,0.64,1.08,1.2,19.25,243.25,39.0, 128.289
1.95,3.92,4419.0,2.3,559.0,0.64,1.08,0.45,8.0,414.5,57.0, 137.507
1.95,3.92,4419.0,2.3,559.0,0.64,1.08,0.7,77.25,491.0,15.5, 116.786
1.95,3.92,4419.0,2.3,559.0,0.64,1.08,0.9,18.75,128.5,65.5, 115.590
1.55,2.82,1883.0,1.2,586.0,1.76,1.5,0.55,14.0,279.25,50.0, 71.165
1.55,2.82,1883.0,1.2,586.0,1.76,1.5,1.15,22.75,161.0,36.5, -294.693
1.55,2.82,1883.0,1.2,586.0,1.76,1.5,0.7,66.0,423.75,65.0, 79.535
1.55,2.82,1883.0,1.2,586.0,1.76,1.5,1.2,41.25,570.0,12.0, -1202.340
1.25,3.56,4223.0,4.7,490.0,1.06,1.56,1.15,33.75,581.0,38.5, 97.761
1.25,3.56,4223.0,4.7,490.0,1.06,1.56,0.65,37.0,222.5,69.0, -591.180
1.25,3.56,4223.0,4.7,490.0,1.06,1.56,0.85,62.75,424.75,21.5, 89.781
1.25,3.56,4223.0,4.7,490.0,1.06,1.56,1.15,11.75,97.75,54.0, -137.215
0.8,2.94,3740.0,3.35,533.0,1.3,0.64,1.1,11.5,302.75,60.5, 147.265
0.8,2.94,3740.0,3.35,533.0,1.3,0.64,1.25,16.0,175.75,33.0, 113.655
0.8,2.94,3740.0,3.35,533.0,1.3,0.64,0.55,83.25,495.5,46.0, 149.819
0.8,2.94,3740.0,3.35,533.0,1.3,0.64,0.8,52.0,451.0,27.0, 127.561
1.1,2.5,4156.0,2.45,456.0,1.92,1.7,0.65,41.75,355.25,31.0, 82.938
1.1,2.5,4156.0,2.45,456.0,1.92,1.7,1.05,12.25,542.5,58.0, 94.771
1.1,2.5,4156.0,2.45,456.0,1.92,1.7,1.25,17.25,143.0,21.5, 83.521
1.1,2.5,4156.0,2.45,456.0,1.92,1.7,0.7,64.5,323.25,71.5, 103.401
